id,title,description,municipality,link,image_link,additional_image_link,availability,availability_date,cost_of_goods_sold,google_product_category,product_type,sale_link,age_group,venue_name
15b369ce-2bc4-4553-b425-8c896c75ed72,La Vaca Lola y sus amigos,"<p style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px; font-weight: 400;"">Lola, la vaca más famosa del mundo llega con su obra de teatro musical, junto con sus ocurrentes y divertidos amigos, quienes a través de la música y el baile, enseñarán a los más pequeños y grandes a valorar la importancia de la alimentación, el respeto por la naturaleza y el verdadero significado de la amistad. La Vaca Lola se ha convertido en la artista infantil del momento, posicionándose como uno de los personajes con más vistas en YouTube, alcanzando más de mil millones de reproducciones. Este espectáculo teatro-musical interactivo, es un espacio familiar para la diversión y la pedagogía que brindará una experiencia inmersiva en el universo de La Vaca Lola y sus amigos, por medio de una gran apuesta en escena a través de las mejores canciones populares de todos los tiempos.</p><p style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px; font-weight: 400;""><strong>Menores de 12 meses no pagan entrada.</strong></p>","",https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afphcx-la-vaca-lola-y-sus-amigos,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/15b369ce-2bc4-4553-b425-8c896c75ed72/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/15b369ce-2bc4-4553-b425-8c896c75ed72/product_page/public,in_stock,,0,Musical infantil,event,https://pago.ataquilla.com/#/event/X3AFPHCX/,,Auditorio semana verde de Galicia
1eeb574e-9651-4869-8a6e-f791215d8c10,La Vaca Lola y sus amigos,"<p style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px; font-weight: 400;"">Lola, la vaca más famosa del mundo llega con su obra de teatro musical, junto con sus ocurrentes y divertidos amigos, quienes a través de la música y el baile, enseñarán a los más pequeños y grandes a valorar la importancia de la alimentación, el respeto por la naturaleza y el verdadero significado de la amistad. La Vaca Lola se ha convertido en la artista infantil del momento, posicionándose como uno de los personajes con más vistas en YouTube, alcanzando más de mil millones de reproducciones. Este espectáculo teatro-musical interactivo, es un espacio familiar para la diversión y la pedagogía que brindará una experiencia inmersiva en el universo de La Vaca Lola y sus amigos, por medio de una gran apuesta en escena a través de las mejores canciones populares de todos los tiempos.</p><p style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px; font-weight: 400;""><strong>Menores de 12 meses no pagan entrada.</strong></p>","",https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afpgjn-la-vaca-lola-y-sus-amigos,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/1eeb574e-9651-4869-8a6e-f791215d8c10/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/1eeb574e-9651-4869-8a6e-f791215d8c10/product_page/public,in_stock,,0,Musical infantil,event,https://pago.ataquilla.com/#/event/X3AFPGJN/,,Teatro del colegio San Narciso de Marín
11c9306a-1666-4d3e-92ca-2c5ec5d2ba39,La Vaca Lola y sus amigos,"<p style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px; font-weight: 400;"">Lola, la vaca más famosa del mundo llega con su obra de teatro musical, junto con sus ocurrentes y divertidos amigos, quienes a través de la música y el baile, enseñarán a los más pequeños y grandes a valorar la importancia de la alimentación, el respeto por la naturaleza y el verdadero significado de la amistad. La Vaca Lola se ha convertido en la artista infantil del momento, posicionándose como uno de los personajes con más vistas en YouTube, alcanzando más de mil millones de reproducciones. Este espectáculo teatro-musical interactivo, es un espacio familiar para la diversión y la pedagogía que brindará una experiencia inmersiva en el universo de La Vaca Lola y sus amigos, por medio de una gran apuesta en escena a través de las mejores canciones populares de todos los tiempos.</p><p style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px; font-weight: 400;""><strong>Menores de 12 meses no pagan entrada.</strong></p>",A Coruña,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afpfgj-la-vaca-lola-y-sus-amigos,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/11c9306a-1666-4d3e-92ca-2c5ec5d2ba39/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/11c9306a-1666-4d3e-92ca-2c5ec5d2ba39/product_page/public,in_stock,,14.6,Musical infantil,event,https://pago.ataquilla.com/#/event/X3AFPFGJ/,,Auditorio de Catoira
b0e3270a-9aef-41dd-ab14-1705f40e4ad6,UNIVERSO ENTRE CANCIONES,"Universo entre Canciones es un espectáculo que fusiona arte y ciencia. El físico y divulgador científico José Edelstein (premio Prismas de divulgación científica en 2019 y 2023), junto a las músicas argentinas Lore Edelstein y Daniela De Rito, entretejen un conjunto de narraciones sobre el cosmos y nuestro lugar en él con canciones propias que lo celebran. La identidad musical iberoamericana acompaña esta exploración cientipoética de la inmensidad del cielo.",Lugo,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3ag3a06-universo-entre-canciones,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/b0e3270a-9aef-41dd-ab14-1705f40e4ad6/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/b0e3270a-9aef-41dd-ab14-1705f40e4ad6/product_page/public,in_stock,,11,Conciertos,event,https://pago.ataquilla.com/#/event/X3AG3A06/,,Auditorio Sede Afundación Lugo
c714a8fb-1b26-4e80-94c2-2192d5eb6731,Rodrigo Cuevas | Romaría de Santa Margarida 2024,"<!--EndFragment--><p><!--StartFragment-->Llega a A Coruña el actual Premio Nacional de Música Actual, Rodrigo Cuevas, presentando ""MANUAL DE ROMERÍA"" en la Romaría de Santa Margarida el jueves 29 de agosto de 2024.</p><p> Un concierto que abrirá Pandeireteiras sen Fronteiros (Pansenfron) y en el que podrás disfrutar del último trabajo discográfico del cantante asturiano, un trabajo premiado publicado el pasado mes de septiembre y producido por el puertorriqueño Eduardo Cabra.</p><p> Rodrigo nos descubre en este “Manual de Romería” como un creador que ha trabajado duro a lo largo de los años, recorriendo el camino y desvelando los misterios del oficio del músico. Crecimiento personal sumado al profesional que resulta en una huella por composiciones y arreglos originales de temas tradicionales.</p><p> Rodrigo Cuevas: Intérprete, voz y percusión </p><p>Mapi Quintana: Voz, vocoder, contrabajo y percusión </p><p>Juanjo Díaz: Percusión y programación </p><p>Rubén Bada: Guitarra española y eléctrica, voz y percusión </p><p>Tino Cuesta: Programación, sintetizadores, voz y percusión </p><p>Más información en&nbsp;<a href="" https://rodrigocuevas.sexy/"" target=""_blank"" style=""color: rgb(0, 0, 255);""> https://rodrigocuevas.sexy/</a><!--EndFragment--><br></p>",A Coruña,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3aga465-rodrigo-cuevas-7c-romaria-de-santa-margarida-2024,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/c714a8fb-1b26-4e80-94c2-2192d5eb6731/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/c714a8fb-1b26-4e80-94c2-2192d5eb6731/product_page/public,in_stock,,21.6,Conciertos,event,https://pago.ataquilla.com/#/event/X3AGA465/,,Parque Santa Margarita
230ff0c9-f78d-4b27-aca2-a536e76628bd,"ATEMPO! de Pablo Méndez, el gran performance español","",Ourense,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3af9qp6-atempo21-de-pablo-mendez2c-el-gran-performance-espanol,,,in_stock,,8.8,Teatro,event,https://pago.ataquilla.com/#/event/X3AF9QP6/,,Auditorio Municipal de Ourense
a76f4db5-b1cd-4384-ae33-972b04850a81,"David Cepo ""No cruces los brazos""","<p><strong>Duración: 80 minutos.</strong></p><p><strong>Edad recomendada: +14</strong></p><p>Nacido en Madrid en el año 1988, David Cepo comienza a interesarse por las tablas de un escenario desde que tenía poco más de 20 años. Siempre mostrando su vis cómica, se forma como actor en la Escuela municipal de arte dramático de Madrid y en el centro Estudio 2 de Manuel Galiana, donde es seleccionado para ser parte del elenco de actor es que representan obras como HITA, ¿De qué hablamos cuando hablamos de amor? o Terror y miseria del Tercer Reich.</p><p>En la actualidad, aparte de su trabajo en solitario, es un fijo en el espectáculo Las Noches del club de la comedia. La cercanía es su sello, y su objetivo hacer reír a todos los asistentes, aunque, para él, la actitud con la que se entra en la sala es importante. Como él mismo dice “No cruces los brazos, no te entran los chistes”</p><p>¿Estáis preparados para explotar de la risa con el nuevo espectáculo de la estrella cómica del momento? David Cepo cómico de nacimiento e influencer por sorpresa, se ha convertido en la nueva sensación en redes sociales gracias a su espontaneidad y cercanía. Muchos de sus vídeos se han viralizado y ahora llega al teatro con un espectáculo cargado de risas y humor donde David hará que te sientas protagonista de su propio show.</p><p>Así que no tienes excusa ¿Te vienes a vivir la experiencia? Pues pa’lante, ¿me entiendes? David Cepo te espera para hacerte reir. Y ya sabes, NO CRUCES LOS BRAZOS que no te entran los chistes.</p>",Vigo,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3aexacx-david-cepo-22no-cruces-los-brazos22,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/a76f4db5-b1cd-4384-ae33-972b04850a81/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/a76f4db5-b1cd-4384-ae33-972b04850a81/product_page/public,in_stock,,0,Humor,event,https://pago.ataquilla.com/#/event/X3AEXACX/,adult,Teatro Afundación Vigo
b139076b-d1bb-46d0-bb09-906af768332f,La Paloma. Todavía No (Fin de Gira),"<p style=""color: rgb(0, 0, 0); font-weight: 400; text-align: start""><strong>La Paloma. Todavía No (Fin de Gira)</strong></p><p style=""color: rgb(0, 0, 0); font-weight: 400; text-align: start"">“Todavía no”, el álbum debut de La Paloma, consolida al conjunto madrileño como una de las realidades del panorama actual. Se trata de un paso al frente en todos los sentidos: compositivo, interpretativo y artístico. Noise rock para combatir el ruido.</p>",A Coruña,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3ag7738-la-paloma-todavia-no-28fin-de-gira29,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/b139076b-d1bb-46d0-bb09-906af768332f/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/b139076b-d1bb-46d0-bb09-906af768332f/product_page/public,in_stock,,20.9,Conciertos,event,https://pago.ataquilla.com/#/event/X3AG7738/,,Sala Pantalán
f3b63750-18c9-40a2-8d4e-c67142b80f8e,XXV MOSTRA DE CURTAS VILA DE NOIA - Proxección da película: + Cuñados,<p><!--StartFragment-->Proyección de la película: + Cuñados<!--EndFragment--><br></p>,"",https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3agtmbj-xxv-mostra-de-curtas-vila-de-noia-proxeccion-da-pelicula3a-2b-cunados,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/f3b63750-18c9-40a2-8d4e-c67142b80f8e/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/f3b63750-18c9-40a2-8d4e-c67142b80f8e/product_page/public,in_stock,,0,Cine,event,https://pago.ataquilla.com/#/event/X3AGTMBJ/,,Teatro Coliseo Noela Noia
d1b7deed-2408-47f5-8437-3ee547860793,Carlos Blanco,Monólogo de Carlos Blanco,Santiago de Compostela,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afs3za-carlos-blanco,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/d1b7deed-2408-47f5-8437-3ee547860793/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/d1b7deed-2408-47f5-8437-3ee547860793/product_page/public,in_stock,,16.2,Monólogos,event,https://pago.ataquilla.com/#/event/X3AFS3ZA/,,Auditorio Abanca
fe5a06e6-06e3-448e-a73e-f95a0a0b373d,"Ismael Lemais y La Kiskillosa ""Cómo conocí a mi suegra""","<span style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px;"">Todos vivimos multitud de situaciones en casa con nuestra pareja que se hacen rutinarias y dejamos de prestarle atención hasta que alguien lo presenta de una forma cómica y nos da la risa al vernos reflejados en ellas. En eso Isma e Isa son los reyes, en eso se basa 'Cómo conocí a mi suegra'. Una sucesión de monólogos cotidianos donde realizan una divertida parodia centrándose en su relación de pareja y en situaciones del día a día analizadas desde el punto de vista humorístico.</span>",Vigo,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afmttt-ismael-lemais-y-la-kiskillosa-22como-conoci-a-mi-suegra22,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/fe5a06e6-06e3-448e-a73e-f95a0a0b373d/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/fe5a06e6-06e3-448e-a73e-f95a0a0b373d/product_page/public,in_stock,,0,Humor,event,https://pago.ataquilla.com/#/event/X3AFMTTT/,adult,Auditorio Teatro Afundación Vigo
70fab9fe-6691-48f4-b6c7-ed77e551b742,CORO FUNDACIÓN PRINCESA DE ASTURIAS,"<p style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px; font-weight: 400;"">Este concierto se enmarca en el programa CULTURA POR ALIMENTOS, una iniciativa de Afundación a favor de FESBAL (Federación Española de Bancos de Alimentos), y, por eso, te invitamos a colaborar con esta causa solidaria, donando productos no perecederos, que podrás depositar en la entrada de nuestro recinto.</p><p style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px; font-weight: 400;"">Director&nbsp;<strong>José Esteban García Miranda</strong><br>Piano&nbsp;<strong>Óscar Camacho Morejón</strong></p><p style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px; font-weight: 400;"">3 MAY | 20.30 h<br>Duración aprox.1 h</p><p data-mce-style=""text-align: center;"" style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px; font-weight: 400; text-align: center;"">O sacrum convivium&nbsp;<strong>Xabier Sarasola</strong><br>Ubi caritas et amor&nbsp;<strong>Josu Elberdin</strong><br>Even When He is silent&nbsp;<strong>Kim André Arnesen</strong><br>Ave Maris Stella&nbsp;<strong>Trond Kverno</strong><br>Alleluia&nbsp;<strong>Jake Runestad</strong><br>O magnum mysterium&nbsp;<strong>Javier Busto</strong><br>O schöne Nacht, op.92 núm. 1&nbsp;<strong>Johannes Brahms</strong><br>Warum, op.92 núm. 4&nbsp;<strong>Johannes Brahms</strong><br>The Rose&nbsp;<strong>Ola Gjeilo</strong><br>My Flame the Song&nbsp;<strong>Kim André Arnesen</strong><br>Lullaby (from Three Nocturnes)&nbsp;<strong>Daniel Elder</strong><br>The House of the Rising Sun (Canción tradicional estadounidense) Arreglo coral:&nbsp;<strong>Bob Chilcott</strong></p>",Pontevedra,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afmrg0-coro-fundacion-princesa-de-asturias,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/70fab9fe-6691-48f4-b6c7-ed77e551b742/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/70fab9fe-6691-48f4-b6c7-ed77e551b742/product_page/public,in_stock,,13.6,Conciertos,event,https://pago.ataquilla.com/#/event/X3AFMRG0/,,Auditorio Sede Afundación Pontevedra
f3ba3d86-f8b3-455c-801d-0e4ca8fd1351,GREASE  ,"<div style=""margin-bottom: 10px; padding-bottom: 20px;"">Danny Zuko y Sandy Olsson son dos jóvenes que tienen un romance en sus vacaciones. Al término del verano, se ven obligados a separarse.<br>A su regreso al instituto Rydell, Danny se reúne con su banda, los T-birds, de chaquetas de cuero y pelo engominado.<br>Inesperadamente. los padres de Sandy deciden mudarse y la joven ingresa en el mismo colegio.<br>Pasada la sorpresa del reencuentro y con el objetivo de quedar bien delante de sus compañeros, Danny adopta una actitud arrogante que deja a la joven totalmente desamparada. Sandy se une entonces a las Pink Ladies, la contraparte femenina de los T-Birds.<br>A partir de entonces tienen lugar historias y desencuentros entre los dos enamorados y sus amigos, todo ello marcado por los acontecimientos de sus vidas estudiantiles: el comienzo de la temporada de futbol, el baile de promoción, carreras de coches, noches de chicas, de chicos, salidas al “fast-food”, al autocine...<br>La música y el baile son componentes fundamentales en Grease, y sin duda tienen mucho que ver con que se haya convertido en el “musical feeling good” por excelencia.<br>Una banda sonora con éxitos internacionales y acrobáticas coreografías son arropadas por una super producción que no dejara indiferente a nadie, con la que Grease conmemora este año su 50 Aniversario.<br><span style=""font-weight: normal;"">NORMAS DE ACCESO AL RECINTO<br></span><span style=""font-weight: normal;"">• Todo el que acceda al recinto en el que tendrá lugar el espectáculo debe hacerlo con entrada independientemente de la edad que tenga o de ocupar o no butaca<br></span><span style=""font-weight: normal;"">• No se admiten cambios ni devoluciones de las entradas<br></span><span style=""font-weight: normal;"">• No está permitida la entrada al recinto en el que tendrá lugar el espectáculo con comida ni bebida excepto agua<br></span><span style=""font-weight: normal;"">• Están reservados todos los derechos de imagen y propiedad intelectual de los espectáculos / conciertos programados. No se permite sacar fotos ni grabar antes, durante ni al finalizar el concierto culo sin la autorización de la organización<br></span><span style=""font-weight: normal;"">• Una vez comenzado el espectáculo no se permitirá el acceso a la sala<br></span><span style=""font-weight: normal;"">SE RECOMIENDA:<br></span>Actuar con responsabilidad</div>",A Coruña,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3af6xhy-grease-,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/f3ba3d86-f8b3-455c-801d-0e4ca8fd1351/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/f3ba3d86-f8b3-455c-801d-0e4ca8fd1351/product_page/public,in_stock,,39.96,Musical,event,https://pago.ataquilla.com/#/event/X3AF6XHY/,,Teatro Colón
6d6b558f-5dd3-4f41-933f-011160fa27fb,VALERIA CASTRO,"<p data-mce-style=""text-align: justify;"" style="""">Valeria Castro es dueña de una voz sensible, frágil, propicia para el escalofrío. Su primer álbum “con cariño y con cuidado” es una radiografía del alma formulada en primera persona; un ejercicio de autoestima y amor propio y, sobre todo, la constatación de que su firmante solo sabe hablar de aquello que verdaderamente le concierne y conmueve. Nada de lo que canta y cuenta Valeria se comprendería sin todo su bagaje previo; sin el aliento de una tierra, una familia y un paisanaje, sin la huella indeleble de su isla: La Palma. No canta solo ella, a título particular: canta todo un pueblo, una manera de concebir la vida. Es la voz de la sinceridad y la esencia. Una garganta en carne viva.</p><p data-mce-style=""text-align: justify;"" style="""">Estamos ante un trabajo con un hilo conductor o una espina dorsal. Es el autorretrato de una muchacha isleña ultrasensible que se abre en canal y deja que nos asomemos a las entrañas mismas del alma. El testimonio, en primera persona del singular, de una joven que hace de su verdad el germen irrenunciable de su mensaje. La zona cero de una confesión de empatía y sinceridad devastadoras.</p><p data-mce-style=""text-align: justify;"" style="""">Con tan solo 24 años, Valeria Castro, el joven talento que años atrás Alejandro Sanz descubriera en Instagram y con quien después cantará en directo el “Corazón Partío"", ha dejado de ser una promesa para ser una realidad, sin duda una de las voces más prometedoras del mundo hispanohablante. Su primer LP será presentado en más de 10 países, llenando plazas tan importantes como Noches del Botánico y habiendo cantado con artistas de la talla de Vetusta Morla, Silvana Estrada o Vicente García. En&nbsp; septiembre de 2023 recibe su primera nominación a los Latin Grammy en la categoría de “Mejor Canción de Autor” por su canción “la raíz”. En noviembre la Academia de Cine le nomina al Goya junto con Vetusta Morla por la Canción Original de la película homónima ‘El amor de Andrea’.&nbsp; En diciembre consigue la estatuilla de Los Premios Canarios de la Música en la categoría de Mejor Canción por “la raíz”.</p>",Ferrol,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afft9b-valeria-castro,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/6d6b558f-5dd3-4f41-933f-011160fa27fb/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/6d6b558f-5dd3-4f41-933f-011160fa27fb/product_page/public,in_stock,,19.8,Conciertos,event,https://pago.ataquilla.com/#/event/X3AFFT9B/,,Teatro Jofre
7153ca5c-8460-48a9-81b2-19f1c6d39d74,O mundo máxico de Pinocho en Santiago de Compostela,"<p style=""margin-bottom: 10px; padding-bottom: 20px; color: rgb(88, 88, 91); font-family: &quot;Open Sans&quot;, Arial, Helvetica, &quot;Free Sans&quot;; font-size: 18px; font-weight: 400; background-color: rgb(241, 241, 241);""><span style=""font-weight: 700;""><span style=""text-decoration-line: underline; font-size: 14pt;""><span style=""color: rgb(255, 102, 0);"">Debido al éxito de ventas, nueva sesión a las 19h!!</span></span></span></p><p style=""margin-bottom: 10px; padding-bottom: 20px; color: rgb(88, 88, 91); font-family: &quot;Open Sans&quot;, Arial, Helvetica, &quot;Free Sans&quot;; font-size: 18px; font-weight: 400; background-color: rgb(241, 241, 241);""><span style=""font-weight: 700;"">Menores de 24 meses no pagan entrada.</span></p><p style=""margin-bottom: 10px; padding-bottom: 20px; color: rgb(88, 88, 91); font-family: &quot;Open Sans&quot;, Arial, Helvetica, &quot;Free Sans&quot;; font-size: 18px; font-weight: 400; background-color: rgb(241, 241, 241);"">Público: Familiar, recomendado a partir de 2 años.</p><p style=""margin-bottom: 10px; padding-bottom: 20px; color: rgb(88, 88, 91); font-family: &quot;Open Sans&quot;, Arial, Helvetica, &quot;Free Sans&quot;; font-size: 18px; font-weight: 400; background-color: rgb(241, 241, 241);"">Idioma: Gallego.</p><p style=""margin-bottom: 10px; padding-bottom: 20px; color: rgb(88, 88, 91); font-family: &quot;Open Sans&quot;, Arial, Helvetica, &quot;Free Sans&quot;; font-size: 18px; font-weight: 400; background-color: rgb(241, 241, 241);"">En O Mundo Máxico de Pinocho, el público encontrará una curiosa adaptación al teatro musical del clásico de Carlo Collodi. Una historia contada a través de los ojos de Pepito Grillo, quien junto al Hada Madrina, el Zorro y el Gato acompañarán a Pinocho en su camino hacia convertirse en un niño de verdad. Un camino que comienza en el taller de Gepetto, y que pasará por la escuela, por un circo de marionetas donde un malvado titiritero intentará secuestrarlo e incluso por la barriga de un pez gigante. Todo para que el protagonista aprenda qué decir mentiras tiene sus consecuencias.</p>",Santiago de Compostela,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3aff1kc-o-mundo-maxico-de-pinocho-en-santiago-de-compostela,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/7153ca5c-8460-48a9-81b2-19f1c6d39d74/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/7153ca5c-8460-48a9-81b2-19f1c6d39d74/product_page/public,in_stock,,13.2,Infantil,event,https://pago.ataquilla.com/#/event/X3AFF1KC/,,Auditorio Abanca
e0072762-e1bf-435d-ab8b-87d737d372d1,Jorge Blass ILUSIONARTE ,"<span style=""color: rgb(88, 88, 91); font-family: &quot;Open Sans&quot;, Arial, Helvetica, &quot;Free Sans&quot;; font-size: 18px; background-color: rgb(241, 241, 241);"">Jorge Blass vuelve a sorprendernos con ilusiones imposibles nunca antes vistas. ILUSIONARTE es un viaje a la más pura esencia del ilusionismo, durante 75 min el público jugará, fantaseará y participará en las experiencias mágicas de forma interactiva.</span>",Pontevedra,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afd0d1-jorge-blass-ilusionarte-,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/e0072762-e1bf-435d-ab8b-87d737d372d1/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/e0072762-e1bf-435d-ab8b-87d737d372d1/product_page/public,in_stock,,0,Infantil,event,https://pago.ataquilla.com/#/event/X3AFD0D1/,,Auditorio Sede Afundación Pontevedra
e0072762-e1bf-435d-ab8b-87d737d372d1,Jorge Blass ILUSIONARTE ,"<span style=""color: rgb(88, 88, 91); font-family: &quot;Open Sans&quot;, Arial, Helvetica, &quot;Free Sans&quot;; font-size: 18px; background-color: rgb(241, 241, 241);"">Jorge Blass vuelve a sorprendernos con ilusiones imposibles nunca antes vistas. ILUSIONARTE es un viaje a la más pura esencia del ilusionismo, durante 75 min el público jugará, fantaseará y participará en las experiencias mágicas de forma interactiva.</span>",Pontevedra,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afd0d1-jorge-blass-ilusionarte-,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/e0072762-e1bf-435d-ab8b-87d737d372d1/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/e0072762-e1bf-435d-ab8b-87d737d372d1/product_page/public,in_stock,,0,Magia,event,https://pago.ataquilla.com/#/event/X3AFD0D1/,,Auditorio Sede Afundación Pontevedra
e0072762-e1bf-435d-ab8b-87d737d372d1,Jorge Blass ILUSIONARTE ,"<span style=""color: rgb(88, 88, 91); font-family: &quot;Open Sans&quot;, Arial, Helvetica, &quot;Free Sans&quot;; font-size: 18px; background-color: rgb(241, 241, 241);"">Jorge Blass vuelve a sorprendernos con ilusiones imposibles nunca antes vistas. ILUSIONARTE es un viaje a la más pura esencia del ilusionismo, durante 75 min el público jugará, fantaseará y participará en las experiencias mágicas de forma interactiva.</span>",Pontevedra,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afd0d1-jorge-blass-ilusionarte-,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/e0072762-e1bf-435d-ab8b-87d737d372d1/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/e0072762-e1bf-435d-ab8b-87d737d372d1/product_page/public,in_stock,,0,Espectáculo de magia,event,https://pago.ataquilla.com/#/event/X3AFD0D1/,,Auditorio Sede Afundación Pontevedra
256cab16-5a27-4e67-90d8-add88024fdd8,TODO NUNHA NOITE ,"<span style=""color: rgb(0, 0, 0); font-family: &quot;Lucida Grande&quot;, Helvetica, Arial, sans-serif; font-size: 12px;"">Todo Nunha Noite es la nueva obra teatral protagonizada por Manquiña y Sabela Hermida, sesenta minutos de risas y emociones.&nbsp;</span>",Lugo,https://entradas.ataquilla.com/es/ventaentradas/category/venue/x3afmpb5-todo-nunha-noite-,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/256cab16-5a27-4e67-90d8-add88024fdd8/listings/public,https://imagedelivery.net/tZoSJr8WmDEGOWRr6KGn0Q/ataquillacms/product/256cab16-5a27-4e67-90d8-add88024fdd8/product_page/public,in_stock,,0,Teatro,event,https://pago.ataquilla.com/#/event/X3AFMPB5/,,Auditorio Municipal Gustavo Freire
